27 s | 24C, 88%, 0 UV, 3 Cd, 100% AQI, 98% LPG | static, -3.61X 2.74Y 8.94Z m/s^2 
27 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 8% LPG | static, -3.57X 2.67Y 906Z m/s^2 
28 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 98% LPG | static, -3.49X 2.78Y 8.83Z m/s^2 
28 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 98% LPG | static, -3.53X 2.82Y 9.06Z m/s^2 
28 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 98% LPG | static, -3.49X 2.74Y 9.10Z m/s^2 
28 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 98% LPG | static, -3.49X 2.67Y 9.06Z m/s^2 
28 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 98% LPG | static, -3.4X 2.78Y 9.06Z m/s^2 
28 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | static, -3.45X 2.74Y 9.10Z m/s^2 
28 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 98% LPG | static, -3.3X 2.63Y 8.98Z m/s^2 
28 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | static, -2.94X 2.74Y 8.98Z m/s^2 
29 s | 24ºC, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | static, -2.98X 2.82Y 8.98Z m/s^2 
29 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | static, -3.1X 1.92Y 9.41Z m/s^2 
29 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, -2.94X 1.84Y 9.57Z m/s^2 
29 s | 24C, 95%, 0 UV, 3 Cd, 17X 2.23Y 9.53Z m/s^2 
29 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, -1.9X 2.31Y 9.30Z m/s^2 
29 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, -3.14X 2.00Y 8.24Z m/s^2 
29 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -3.9X -0.86Y 9.96Z m/s^2 
29 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, -3.57X 0.86Y 11.65Z m/s^2 
30 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -2.75X 0.43Y 10.90Z m/s^2 
30 s | 2C, 95%, 0 UV, 3 Cd, 100% AQI, 10.20Z m/s^2 
30 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, -1.96X 2.74Y 9.10Z m/s^2 
30 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | static, -1.37X 3.06Y 7.69Z m/s^2 
30 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 100% LPG | moving, -0.90X 4.71Y 8.16Z m/s^2 
30 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -2.2X 3.96Y 8.47Z m/s^2 
30 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -2.20X 3.76Y 8.98Z m/s^2 
30 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, -2.2X 3.57Y 9.06Z m/s^2 
31 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, -2.00X 3.61Y 8.94Z m/s^2 
31 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -2.12X 3.80Y 8.67Z m/s^2 
31 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -2.32X 3.96Y 8.67Z m/s^2 
31 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -2.59X 3.76Y 8.51Z m/s^2 
31 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -2.12X 4.12Y 8.59Z m/s^2 
31 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | static, -2.24X 3.53Y 9.10Z m/s^2 
31 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | static, -2.35X 3.45Y 8.86Z m/s^2 
31 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | static, -0.47X 5.77Y 7.73Z m/s^2 
32 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, 0.27X 4.27Y 7.06Z m/s^2 
32 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -2.12X -1.49Y 8.79Z m/s^2 
32 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, -2.08X -0.55Y 12.55Z m/s^2 
32 s | 4C, 95%, 0 UV, 3 Cd, 100% AQI 99% LPG | moving, -2.75X -1.57Y 10.12Z m/s^2 
32 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, -2.0X -2.12Y 11.06Z m/s^2 
32 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, -0.47X -1.53Y 9.73Z m/s^2 
32 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, 0.59 -0.43Y 11.77Z m/s^2 
33 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | moving, 0.59X -0.90Y 10.12Z m/s^2 
33 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | moving, 0.23 -1.14Y 9.06Z m/s^2 
33 s | 24C, 95%, 0 UV, 3 Cd, 00% AQI, 99% LPG | static, -0.82X -1.30Y 10.59Z m/s^2 
33 s | 24C, 95%, 0 UV, 3 Cd, 100% AQI, 99% LPG | static, -1.18X -1.18Y 11.34Z m/s^2 
33 s | 24C, 95%, 0 UV, 3 Cd, ___ Port has been disconnected ___
